Data;Cota (m);Caudal Afluente (m3/s);Caudal Efluente (m3/s);Precipitacao (mm);Evaporacao (mm);Volume Evaporado (mm3);Humidade Relativa (%)
25/3/2012;322,91;2921;1511;2,3;4,4;10,72;89
26/3/2012;322,97;3222;1528;0;4,4;10,64;80
27/3/2012;323;2440;1592;0;4,9;11,88;78
28/3/2012;323,04;2959;1827;0;4,9;12,08;76
29/3/2012;323,05;2200;1917;2,4;5,5;13,56;70
30/3/2012;323,1;3331;1913;0;8,3;20,24;62
31/3/2012;323,14;3045;1909;1,3;2,9;7,07;95
1/4/2012;323,19;3307;1885;19,5;1,5;3,69;87
2/4/2012;323,22;2757;1903;37,6;2,9;7,23;97
3/4/2012;323,26;3028;1888;2,4;3,9;9,7;77
4/4/2012;323,3;3032;1891;0;3,4;8,48;82
5/4/2012;323,33;2757;1901;0;4,2;10,31;82
6/4/2012;323,36;2755;1897;0;1,3;3,26;77
7/4/2012;323,42;3611;1893;0;3,8;9,4;84
8/4/2012;323,45;2756;1896;0;6,1;15,15;94
9/4/2012;323,47;2443;1869;0;4,1;10,06;67
10/4/2012;323,48;2155;1868;0;6,1;15,17;54
11/4/2012;323,48;1899;1899;0;4,7;11,72;75
12/4/2012;323,45;1037;1897;2,4;2,2;5,43;97
13/4/2012;323,42;1036;1896;0,4;4,7;11,59;75
14/4/2012;323,44;2466;1893;2,8;4,5;11,24;65
15/4/2012;323,44;1895;1895;0;3,9;9,71;63
16/4/2012;323,42;1326;1899;0;5,3;13,13;75
17/4/2012;323,44;2474;1901;0;4,7;11,74;67
18/4/2012;323,44;1884;1884;0;5;12,31;69
19/4/2012;323,42;1321;1894;0;4;9,85;73
20/4/2012;323,4;1321;1894;0;4,8;11,88;74
21/4/2012;323,42;2365;1792;0;5,5;13,51;48
22/4/2012;323,42;1880;1880;0;5,8;14,26;60
23/4/2012;323,39;1043;1902;0;4,6;11,38;36
24/4/2012;323,38;1606;1892;0;4,5;11,05;84
25/4/2012;323,35;1042;1900;0;3,2;7,88;73
26/4/2012;323,38;2352;1494;2,9;2,3;5,56;83
27/4/2012;323,37;1187;1474;0;4,7;11,57;76
28/4/2012;323,39;2024;1451;0;4,7;11,62;84
29/4/2012;323,39;1458;1458;0;6,9;17,09;79
30/4/2012;323,39;1485;1485;0;5,1;12,66;73
1/5/2012;323,39;1454;1454;0;5,5;13,55;81
2/5/2012;323,39;1492;1492;0;5;12,42;62
3/5/2012;323,4;1773;1486;0;2,1;5,27;87
4/5/2012;323,4;1480;1480;0;5,3;13,06;60
5/5/2012;323,39;1198;1484;0;5,5;13,61;73
6/5/2012;323,4;1726;1440;0;4;9,84;86
7/5/2012;323,4;1472;1472;0;4,5;11,05;77
8/5/2012;323,4;1476;1476;0;2,7;6,7;82
9/5/2012;323,38;929;1502;0,8;3,6;8,85;88
10/5/2012;323,38;1739;1739;0;4,8;11,96;67
11/5/2012;323,35;996;1854;0;5,1;12,6;72
12/5/2012;323,35;1900;1900;0;4,1;10,2;78
13/5/2012;323,32;984;1841;0;4,6;11,33;67
14/5/2012;323,29;1014;1870;0;4,7;11,5;64
15/5/2012;323,26;1046;1901;0;5,2;12,77;61
16/5/2012;323,23;1053;1908;0;6;14,85;53
17/5/2012;323,23;1906;1906;0;4,8;11,75;78
18/5/2012;323,23;1912;1912;0;4,9;12,16;80
19/5/2012;323,22;1626;1911;0;5,2;12,73;45
20/5/2012;323,2;1328;1898;0;5,1;12,62;47
21/5/2012;323,17;1021;1874;0;5,7;13,97;55
22/5/2012;323,16;1630;1914;0;4,2;10,41;80
23/5/2012;323,16;1887;1887;0;3,8;9,38;70
24/5/2012;323,14;1332;1900;0;4,2;10,26;50
25/5/2012;323,12;1344;1912;0;5,8;14,16;60
26/5/2012;323,11;1630;1913;0;4,6;11,23;60
27/5/2012;323,11;1788;1788;0;3,8;9,42;73
28/5/2012;323,09;1213;1781;0;3,6;8,87;85
29/5/2012;323,07;1278;1846;0;4,1;10,14;70
30/5/2012;323,05;1258;1824;0;4,2;10,38;83
31/5/2012;323,03;1271;1838;0;4,9;11,87;75
1/6/2012;323,01;1352;1918;0;3,1;7,68;73
2/6/2012;322,99;1308;1874;0;4,6;11,2;70
3/6/2012;322,98;1301;1584;0;5,3;12,83;52
4/6/2012;322,97;1479;1762;0;1,4;3,29;82
5/6/2012;322,95;1166;1732;6,2;2,6;6,44;86
6/6/2012;322,94;1602;1884;0;1,8;4,46;80
7/6/2012;322,94;1795;1795;0;4,5;10,88;47
8/6/2012;322,93;1554;1836;0;3,6;8,78;34
9/6/2012;322,92;1355;1638;0;4,7;11,51;41
10/6/2012;322,9;952;1517;0;8,6;21,03;34
11/6/2012;322,87;1033;1879;0;3,9;9,45;25
12/6/2012;322,84;1075;1920;0;2,9;7,04;72
13/6/2012;322,82;1362;1925;0;2;4,96;87
14/6/2012;322,79;1058;1902;0;3,2;7,66;78
15/6/2012;322,77;1363;1926;0,3;2,1;4,98;89
16/6/2012;322,75;1364;1926;0;3,9;9,41;84
17/6/2012;322,73;1325;1887;0;4,4;10,77;78
18/6/2012;322,71;1270;1832;0;3,3;8,03;62
19/6/2012;322,7;1645;1925;0;4,7;11,36;76
20/6/2012;322,68;1361;1922;0;4,9;11,84;74
21/6/2012;322,66;1365;1925;0;4,4;10,75;43
22/6/2012;322,65;1641;1921;0;4,7;11,34;69
23/6/2012;322,65;1919;1919;0;3,9;9,51;59
24/6/2012;322,65;1916;1916;0;4,2;10,16;55
25/6/2012;322,63;1253;1813;0;5,7;13,66;44
26/6/2012;322,58;524;1923;0;4,9;11,84;59
27/6/2012;322,57;1650;1930;0;5,1;12,36;73
28/6/2012;322,54;1094;1932;0;4,2;10,15;62
29/6/2012;322,53;1635;1914;0;5,3;12,81;77
30/6/2012;322,52;1644;1923;0;4,9;11,81;68
1/7/2012;322,52;1800;1800;0;4,1;9,83;60
2/7/2012;322,5;1181;1739;0;5;12,05;72
3/7/2012;322,48;1363;1921;0;3,7;8,81;77
4/7/2012;322,47;1643;1921;0;4,7;11,34;80
5/7/2012;322,44;1034;1870;0;3,8;9,07;56
6/7/2012;322,44;1901;1901;0;4,8;11,61;86
7/7/2012;322,42;1317;1874;0;3,8;9,01;73
8/7/2012;322,42;1737;1737;0;5,4;12,88;48
9/7/2012;322,4;1261;1817;0;5,2;12,44;60
10/7/2012;322,38;1375;1930;0;4,9;11,64;59
11/7/2012;322,36;1340;1895;0;4,9;11,81;61
12/7/2012;322,34;1376;1931;0;4,6;11,01;52
13/7/2012;322,32;1346;1901;0;5,4;12,99;44
14/7/2012;322,31;1640;1918;0;5,5;13,23;47
15/7/2012;322,31;1903;1903;0;5,3;12,77;48
16/7/2012;322,26;528;1913;0;7,2;17,26;35
17/7/2012;322,26;1806;1806;0;4,9;11,81;74
18/7/2012;322,23;1023;1853;0;4,4;10,59;50
19/7/2012;322,25;2467;1914;0;4,1;9,89;40
20/7/2012;322,24;1243;1520;0;4,5;10,71;30
21/7/2012;322,24;1514;1514;0;5,8;13,82;35
22/7/2012;322,25;1615;1338;0;4,7;11,21;35
23/7/2012;322,24;1421;1698;0;6,7;15,92;40
24/7/2012;322,25;1813;1537;0;4,2;10,06;64
25/7/2012;322,23;1360;1913;0;5,4;12,78;80
26/7/2012;322,2;1091;1921;0;5,5;13,01;75
27/7/2012;322,18;1320;1873;0;5,4;12,86;60
28/7/2012;322,16;1237;1789;0;5,2;12,43;50
29/7/2012;322,15;1437;1713;0;4,8;11,38;60
30/7/2012;322,13;1193;1744;0;3,7;8,75;74
31/7/2012;322,13;1763;1763;0;5;11,79;54
1/8/2012;322,12;1457;1732;0;4,4;10,55;44
2/8/2012;322,1;1157;1709;0;5;12;41
3/8/2012;322,09;1444;1719;0;3,3;7,9;90
4/8/2012;322,07;1175;1726;0;4,5;10,53;80
5/8/2012;322,07;1706;1706;0;6,3;14,98;50
6/8/2012;322,07;1720;1720;0;5,5;13,03;55
7/8/2012;322,07;1640;1640;0;5,5;13,13;38
8/8/2012;322,06;1448;1723;0;6,4;15,22;40
9/8/2012;322,04;1185;1735;1,8;4,6;0;85
10/8/2012;322,03;1476;1751;0,8;3;7,13;70
11/8/2012;322,03;1742;1742;0;3,2;7,6;75
12/8/2012;322,03;1784;1784;0;7;16,63;50
13/8/2012;322,01;1132;1682;0;5,3;12,59;50
14/8/2012;322,01;1629;1629;0;4,3;10,21;90
15/8/2012;322;1407;1682;0;8,3;19,75;85
16/8/2012;322,01;2038;1763;0;7,4;17,47;40
17/8/2012;321,98;1025;1849;0;7;16,52;43
18/8/2012;321,99;1953;1679;0;4,9;11,67;73
19/8/2012;322,01;2207;1657;0;3;7,07;80
20/8/2012;322,01;1599;1599;0;4,2;10,06;67
21/8/2012;321,99;1111;1661;0;7,9;18,74;72
22/8/2012;321,99;1662;1662;0;6,8;16,22;42
23/8/2012;321,95;699;1797;0;6,9;16,36;55
24/8/2012;321,93;1357;1906;0;7,2;16,94;52
25/8/2012;321,94;1990;1716;0;5,5;13,03;68
26/8/2012;321,94;1458;1458;0;6,3;15;45
27/8/2012;321,93;1399;1673;0;6,6;15,6;48
28/8/2012;321,93;1715;1715;0;6,1;14,33;88
29/8/2012;321,93;1698;1698;0;4,9;11,6;72
30/8/2012;321,92;1607;1881;0;5,5;12,9;70
31/8/2012;321,9;1395;1943;0;5;11,74;59
1/9/2012;321,88;1271;1818;0;9,1;21,59;43
2/9/2012;321,85;744;1565;0;7,3;17,33;34
3/9/2012;321,88;2451;1630;0;5,3;12,43;77
4/9/2012;321,87;1385;1658;0;8,2;19,59;42
5/9/2012;321,85;1223;1770;0;6,8;16,09;70
6/9/2012;321,84;1542;1815;0;6,7;15,73;67
7/9/2012;321,83;1446;1720;0;7,8;18,38;81
8/9/2012;321,82;1476;1749;0;7,2;17,09;45
9/9/2012;321,81;1579;1852;0;8,6;20,39;38
10/9/2012;321,81;1905;1905;0;6,7;15,86;34
11/9/2012;321,8;1534;1807;0;8,3;19,58;35
12/9/2012;321,78;1062;1608;0;4,1;9,62;75
13/9/2012;321,77;1463;1736;0;6,7;15,79;62
14/9/2012;321,75;1395;1940;0;7,9;18,58;50
15/9/2012;321,74;1550;1822;0;7,4;17,42;77
16/9/2012;321,74;1598;1598;0;6,2;14,57;66
17/9/2012;321,74;1644;1644;0;7,2;17,04;65
18/9/2012;321,75;1928;1655;0;5,9;13,97;84
19/9/2012;321,73;1186;1731;0;7,6;17,96;48
20/9/2012;321,72;1475;1747;0;7,8;18,42;40
21/9/2012;321,7;1184;1729;0;7,1;16,74;66
22/9/2012;321,69;1443;1715;0;7,5;17,64;47
23/9/2012;321,68;1463;1735;0;8,6;20,27;40
24/9/2012;321,66;1186;1730;0;7,2;17,02;64
25/9/2012;321,64;1162;1705;0;7,9;18,61;67
26/9/2012;321,63;1471;1743;0;5,4;12,77;74
27/9/2012;321,63;1742;1742;0;8,1;18,92;78
28/9/2012;321,63;1763;1763;0;8,7;20,49;33
29/9/2012;321,62;1427;1699;0;8,8;20,72;32
30/9/2012;321,59;870;1685;0;8;18,66;67
1/10/2012;321,6;1944;1673;0;7,8;18,25;62
2/10/2012;321,58;1314;1857;0;6,5;15,23;75
3/10/2012;321,55;1021;1834;0;9,2;21,49;48
4/10/2012;321,53;1233;1775;0;8,2;19,1;38
5/10/2012;321,53;1705;1705;0;16,5;38,54;30
6/10/2012;321,5;880;1692;0;8,6;20,16;41
7/10/2012;321,49;1476;1747;0;12,8;29,89;50
8/10/2012;321,47;1204;1745;0;11,2;26,19;58
9/10/2012;321,46;1441;1711;0;8,6;20,01;54
10/10/2012;321,45;1410;1680;0;7,9;18,51;42
11/10/2012;321,43;1232;1772;0;10,4;24,21;34
12/10/2012;321,42;1634;1903;0;10,7;24,95;75
13/10/2012;321,41;1523;1793;0;7,2;16,78;72
14/10/2012;321,4;1420;1690;0;8,4;19,57;61
15/10/2012;321,38;1501;2040;0;7,1;16,44;80
16/10/2012;321,36;1153;1692;0;9,3;21,74;57
17/10/2012;321,34;1175;1714;0;10,9;25,24;34
18/10/2012;321,32;1221;1760;0;15,3;35,56;30
19/10/2012;321,29;1120;1927;0;8,7;20,29;28
20/10/2012;321,29;1592;1592;0;11,9;27,61;32
21/10/2012;321,28;1397;1577;0;10,9;25,28;61
22/10/2012;321,27;1248;1696;0;9,2;21,39;38
23/10/2012;321,23;762;1747;0;10,7;24,92;58
24/10/2012;321,19;640;1713;0;5,5;12,83;75
25/10/2012;321,18;1418;1686;0;4,3;9,93;72
26/10/2012;321,19;1902;1634;0;8,5;19,57;72
27/10/2012;321,15;609;1681;0;10,4;24,13;42
28/10/2012;321,15;1639;1639;0;10,4;24,04;44
29/10/2012;321,16;1978;1710;0;8,3;19,13;57
30/10/2012;321,18;2177;1641;0;8,4;19,38;60
31/10/2012;321,14;538;1609;0;9;20,86;38
1/11/2012;321,09;374;1711;0;4,6;10,53;84
2/11/2012;321,08;1326;1594;0,6;3,5;7,97;82
3/11/2012;321,1;1919;1385;0;8,6;19,74;60
4/11/2012;321,09;1282;1550;0;9,2;21,18;35
5/11/2012;321,09;1696;1696;0;10,9;25,26;36
6/11/2012;321,07;1164;1698;0;12,1;27,87;20
7/11/2012;321,05;1358;1892;0;11,1;25,69;26
8/11/2012;321,02;1054;1854;0;12,9;29,63;52
9/11/2012;321,02;1590;1590;0;12,1;27,87;65
10/11/2012;321,03;1818;1551;0;8,2;18,95;58
11/11/2012;321,01;1033;1567;0;9,7;22,37;49
12/11/2012;321,01;1553;1553;0;9;20,63;61
13/11/2012;321,02;1842;1575;0;12;27,65;50
14/11/2012;320,99;762;1562;0;11,4;26,26;45
15/11/2012;320,99;1832;1832;0;7,8;18,04;70
16/11/2012;320,99;1528;1528;0;10,3;23,73;59
17/11/2012;320,99;1446;1446;0;10,4;24,03;50
18/11/2012;320,97;988;1521;0;7,4;16,99;42
19/11/2012;320,97;1638;1638;0;8,5;19,65;69
20/11/2012;320,95;1201;1733;0;10,8;24,79;60
21/11/2012;320,92;1020;1818;0;10,7;24,66;54
22/11/2012;320,92;1480;1480;0;9,8;22,44;55
23/11/2012;320,92;1457;1457;0;7,8;17,94;59
24/11/2012;320,93;1720;1454;0;9,9;22,79;54
25/11/2012;320,92;1090;1485;0;8,9;20,35;43
26/11/2012;320,91;1450;1587;1,5;7,3;16,72;64
27/11/2012;320,89;1189;1721;0,3;3;6,91;83
28/11/2012;320,88;1534;1799;4;4,5;10,3;80
29/11/2012;320,86;1161;1727;0;8,6;19,65;57
30/11/2012;320,84;1351;1846;0;11,2;25,58;40
1/12/2012;320,81;936;1813;0;8,9;20,45;71
2/12/2012;320,81;1834;1752;0;8,9;20,42;81
3/12/2012;320,8;1559;1824;0;9,1;20,73;66
4/12/2012;320,76;811;1870;0;8,5;19,42;55
5/12/2012;320,73;1012;1805;11,6;6,6;14,99;78
6/12/2012;320,72;1574;1838;0;5,4;12,41;80
7/12/2012;320,74;2433;1904;0;7,7;17,56;76
8/12/2012;320,77;2358;1564;0;3,7;8,42;74
9/12/2012;320,77;1658;1658;7,1;3;6,08;82
10/12/2012;320,76;1542;1807;60,4;0,8;1,88;95
11/12/2012;320,78;2396;1866;5,9;0,5;1,21;88
12/12/2012;320,81;2635;1840;81,9;0,9;2,01;93
13/12/2012;320,81;1918;1918;2,7;3,9;8,94;92
14/12/2012;320,8;1587;1852;0;7,3;16,67;70
15/12/2012;320,78;1241;1771;0;6;13,72;86
16/12/2012;320,79;1961;1697;0;6,3;14,48;64
17/12/2012;320,81;2396;1866;13,4;2;4,55;88
18/12/2012;320,8;1594;1859;0,3;5,9;13,48;95
19/12/2012;320,81;2104;1839;0;5,6;12,77;81
20/12/2012;320,8;1573;1838;0;4,1;9,39;72
21/12/2012;320,81;2014;1749;0;8,8;20,05;63
22/12/2012;320,82;1726;1461;0;7,6;17,33;69
23/12/2012;320,82;1819;1819;0;8,2;18,73;61
24/12/2012;320,82;1841;1841;0;6,3;14,45;58
25/12/2012;320,83;2062;1797;0;9,9;22,63;71
26/12/2012;320,82;1643;1909;74;9,6;21,9;65
27/12/2012;320,81;1944;2209;0;4,7;10,78;76
28/12/2012;320,82;2170;1905;0;2,3;5,34;71
29/12/2012;320,84;2351;1821;0;2,4;5,43;76
30/12/2012;320,86;2361;1830;30;8,4;19,16;87
31/12/2012;320,86;1982;1982;0,9;4,7;10,7;73
1/1/2013;320,85;1589;1855;5;8,8;20,26;70
2/1/2013;320,85;1867;1867;0;2,2;5,13;79
3/1/2013;320,87;2387;1856;0,3;1,4;3,3;86
4/1/2013;320,86;1732;1998;4,5;4,4;10,18;79
5/1/2013;320,84;1099;1629;1;2;4,58;76
6/1/2013;320,86;1745;1215;7,7;3,5;7,98;92
7/1/2013;320,9;2699;1637;1,9;5,3;12,22;95
8/1/2013;320,97;3678;1816;31,2;1,3;2,92;92
9/1/2013;321,06;4205;1805;8,1;2,6;5,88;83
10/1/2013;321,09;2983;2182;4;6,2;14,22;89
11/1/2013;321,1;2786;2519;0;3,7;8,45;83
12/1/2013;321,13;2616;1814;1,8;0,3;0,72;81
13/1/2013;321,21;4133;1990;21;3,2;7,34;91
14/1/2013;321,31;4721;2035;4;1,9;4,41;81
15/1/2013;321,38;3745;1859;25,3;4,8;11,1;86
16/1/2013;321,49;4829;1858;0;6;14,02;93
17/1/2013;321,59;4540;1831;0;4,2;9,9;85
18/1/2013;321,67;4031;1857;0;5,4;12,6;73
19/1/2013;321,7;3025;2209;0;7,5;17,52;77
20/1/2013;321,71;2511;2239;0;0,6;1,41;78
21/1/2013;321,78;4142;2234;28,7;5,2;12,16;85
22/1/2013;321,82;3413;2321;10,8;3,4;7,91;95
23/1/2013;321,99;7125;2469;2,2;2,4;5,68;88
24/1/2013;322,03;4113;3014;0;4,1;9,73;85
25/1/2013;322,04;3756;3482;0;2,5;5,99;83
26/1/2013;322,03;3217;3492;3,9;6,3;15,03;80
27/1/2013;322;2639;3463;0;6,3;14,93;75
28/1/2013;321,98;2745;3295;0;4,8;11,46;66
29/1/2013;321,99;2927;2652;6,5;3,3;7,78;78
30/1/2013;322,03;3242;2143;1,4;3,2;7,62;84
31/1/2013;322,02;1850;2125;0;6,1;14,46;74
1/2/2013;322,04;2610;2060;0;10,3;24,46;60
2/2/2013;322,05;2141;1865;0;3,2;7,6;88
3/2/2013;322,08;2516;1690;0,3;6,7;15,93;66
4/2/2013;322,11;2646;1820;0;5,3;12,49;71
5/2/2013;322,1;1550;1826;0,2;4,9;11,59;74
6/2/2013;322,11;2111;1836;14;2,7;6,53;73
7/2/2013;322,15;2908;1805;1,3;1,8;4,29;95
8/2/2013;322,19;2925;1821;10,8;5;11,88;81
9/2/2013;322,26;3697;1761;23,7;0,8;1,82;95
10/2/2013;322,31;3129;1744;8,9;4,5;10,75;91
11/2/2013;322,37;3462;1797;0;3,5;8,46;95
12/2/2013;322,44;3757;1811;0,2;3,1;7,32;99
13/2/2013;322,52;4013;1784;0;1,3;3,2;86
14/2/2013;322,59;3749;1795;54,3;3,1;7,51;91
15/2/2013;322,68;4332;1813;5,7;8,6;20,8;88
16/2/2013;322,81;5442;1792;30,8;11,9;28,98;80
17/2/2013;322,92;4895;1795;32,8;5,6;13,66;75
18/2/2013;323,04;5182;1789;0;4,8;11,68;74
19/2/2013;323,14;4529;1692;0;4,5;10,95;70
20/2/2013;323,2;3490;1784;0;6,7;16,56;76
21/2/2013;323,31;4800;1664;0;4,8;11,82;73
22/2/2013;323,32;2073;1787;1,4;3,4;8,48;96
23/2/2013;323,41;4187;1585;1,3;5,3;13,07;81
24/2/2013;323,42;1670;1412;0;8,9;21,97;76
25/2/2013;323,49;3552;1545;0;6,3;15,68;85
26/2/2013;323,52;2535;1673;0;5,8;14,46;79
27/2/2013;323,56;2829;1680;0;4,8;12,02;79
28/2/2013;323,61;3094;1655;0;4;10,05;70
1/3/2013;323,62;1747;1459;0;5,6;13,99;74
2/3/2013;323,63;1962;1674;0,5;5,9;14,79;78
3/3/2013;323,67;2963;1809;0;5,8;14,35;75
4/3/2013;323,7;2642;1776;0;2,5;6,16;69
5/3/2013;323,74;2898;1742;3,9;4,8;12;95
6/3/2013;323,75;2000;1711;0;3,4;8,39;88
7/3/2013;323,78;2557;1689;0;5;12,45;65
8/3/2013;323,81;2511;1642;0;4,9;12,26;67
9/3/2013;323,84;2510;1640;0;7;17,43;70
10/3/2013;323,83;1382;1672;0;7,8;19,44;87
11/3/2013;323,85;2266;1686;5,7;4,3;10,82;98
12/3/2013;323,88;2608;1737;2,1;4,1;10,33;95
13/3/2013;323,91;2604;1732;0;5,3;13,17;70
14/3/2013;323,93;2333;1752;0;4,1;10,37;80
15/3/2013;323,98;3219;1764;0;2,5;6,28;92
16/3/2013;324,03;3184;1727;0,5;1,3;3,17;95
17/3/2013;324,04;1931;1640;2,4;4,8;12,19;93
18/3/2013;324,09;3203;1744;0;6,4;16,19;65
19/3/2013;324,15;3515;1761;0;5,5;13,82;73
20/3/2013;324,19;3249;2078;0;3,4;8,47;91
21/3/2013;324,25;4193;2433;0;6;15,18;73
22/3/2013;324,33;4806;2456;0;4,3;10,99;68
23/3/2013;324,39;4165;2399;0;4;10,22;74
24/3/2013;324,44;3803;2329;0;4,8;12,15;69
25/3/2013;324,47;3365;2480;0;6,9;17,68;58
26/3/2013;324,5;3343;2456;0;5,6;14,2;70
27/3/2013;324,56;4281;2506;1,5;3,8;9,64;75
28/3/2013;324,6;3635;2450;0;5;12,77;70
29/3/2013;324,65;3881;2397;0;6,4;16,45;69
30/3/2013;324,68;3566;2675;0;7,1;18,24;71
31/3/2013;324,7;3319;2725;0;6,4;16,33;92
1/4/2013;324,73;3317;2425;0;5,3;13,52;69
2/4/2013;324,78;3934;2445;0;6,2;16;70
3/4/2013;324,81;3367;2473;0;5,6;14,48;54
4/4/2013;324,78;1572;2466;0;5,2;13,35;89
5/4/2013;324,82;3434;2241;0;2,5;6,44;85
6/4/2013;324,88;3465;1674;0;5,1;13,11;79
7/4/2013;324,89;2068;1769;0;6,2;15,91;59
8/4/2013;324,91;2358;1760;0;6,6;17,1;52
9/4/2013;324,93;2386;1788;0;7,2;18,51;39
10/4/2013;324,93;1801;1801;0;6,7;17,43;37
11/4/2013;324,92;1490;1789;0;5,9;15,35;84
12/4/2013;324,91;1495;1794;0;1,1;2,74;74
13/4/2013;324,94;2671;1774;1,5;3,1;8,01;98
14/4/2013;324,96;2325;1727;0;6;15,62;75
15/4/2013;324,97;2087;1787;0;4,7;12,11;58
16/4/2013;324,99;2381;1781;0;5,1;13,1;77
17/4/2013;325,01;2285;1685;0;5;12,95;69
18/4/2013;325,01;1667;1667;0;5,3;13,79;60
19/4/2013;325,01;1749;1749;0;7;18,25;50
20/4/2013;325,03;2222;1622;0;6,1;15,71;75
21/4/2013;325,06;2381;1480;0;8;20,78;66
22/4/2013;325,07;2238;1938;0;5,3;13,72;61
23/4/2013;325,04;570;1471;3,6;3,9;10,04;91
24/4/2013;325,04;1612;1612;0;4;10,35;72
25/4/2013;325,05;1756;1456;0;3,5;9,13;80
26/4/2013;325,05;1617;1617;0;3,8;9,84;76
27/4/2013;325,09;2773;1571;0;4,9;12,64;75
28/4/2013;325,13;2746;1542;0;4,8;12,49;54
29/4/2013;325,13;1497;1497;0;5,2;13,49;76
30/4/2013;325,12;1285;1586;0;5,9;15,33;64
1/5/2013;325,11;1279;1580;0;3,3;8,47;80
2/5/2013;325,15;2749;1545;0,3;2,2;5,75;80
3/5/2013;324,968181818182;2239,27272727273;1813,24242424242;0;0;13,0860606060606;64
4/5/2013;324,976308539945;2206,55371900826;1785,61340679523;0;0;12,9877594123049;0
5/5/2013;325,16;1367;1668;0;0;12,9716309096474;0
6/5/2013;325,17;1901;1599;0;4,6;11,89;70
7/5/2013;325,2;2536;1631;0;3,3;8,62;75
8/5/2013;325,22;2147;1544;0;2,8;7,27;78
9/5/2013;325,25;2389;1484;0;4,6;12,02;55
10/5/2013;325,26;1827;1525;0;6,7;17,58;40
11/5/2013;325,25;1479;1781;0;6;15,72;53
12/5/2013;325,24;969;1271;0;5,2;13,64;69
13/5/2013;325,26;2357;1753;0;4,8;12,55;78
14/5/2013;325,28;2182;1577;0;4,5;11,77;71
15/5/2013;325,29;1971;1668;0;4,9;12,69;71
16/5/2013;325,3;2064;1762;0;4,8;12,51;62
17/5/2013;325,3;1736;1736;0;7,2;18,81;52
18/5/2013;325,27;845;1752;0;4,4;11,54;88
19/5/2013;325,3;2582;1675;0,2;1,9;4,83;84
20/5/2013;325,32;2299;1694;0,2;1,9;4,99;83
21/5/2013;325,33;2055;1752;0;3,6;9,36;71
22/5/2013;325,32;1463;1766;0;4,2;11,01;72
23/5/2013;325,32;1755;1755;0;4,8;12,45;60
24/5/2013;325,34;2353;1747;0;5,1;13,39;51
25/5/2013;325,35;2008;1705;0;4,2;11,09;60
26/5/2013;325,37;2292;1686;0;5,1;13,43;68
27/5/2013;325,39;2341;1735;0;3,8;9,98;45
28/5/2013;325,4;2023;1720;0;6,3;16,5;39
29/5/2013;325,39;1430;1734;0;5,9;15,51;42
30/5/2013;325,4;1987;1684;0;4,9;12,89;50
31/5/2013;325,4;1761;1761;0;6;15,7;55
1/6/2013;325,41;1976;1673;0;6,6;17,27;50
2/6/2013;325,42;1933;1629;0;6,3;16,44;30
3/6/2013;325,43;1961;1657;0;5,1;13,48;45
4/6/2013;325,45;2349;1741;0;5,1;13,35;44
5/6/2013;325,45;1662;1662;0;5,3;14,01;61
6/6/2013;325,43;1037;1644;0;4,9;12,74;65
7/6/2013;325,46;2633;1722;0;1,8;4,64;56
8/6/2013;325,47;2016;1712;0;3,2;8,4;58
9/6/2013;325,48;1952;1648;0;6,4;16,75;62
10/6/2013;325,44;504;1719;0;5,4;14,04;35
11/6/2013;325,46;2302;1694;4,3;1,7;4,41;90
12/6/2013;325,48;2215;1608;0;3,4;8,87;55
13/6/2013;325,51;2654;1742;0;4;10,53;60
14/6/2013;325,52;1844;1540;0;5,1;13,33;50
15/6/2013;325,52;1691;1691;0;5,3;13,88;43
16/6/2013;325,51;1577;1881;0;3,6;9,54;49
17/6/2013;325,49;1288;1897;7,9;2,8;7,33;87
18/6/2013;325,49;1593;1593;5,2;0,1;0,16;95
19/6/2013;325,5;1915;1611;14,8;3;7,81;94
20/6/2013;325,52;2210;1602;0;2,7;7,07;66
21/6/2013;325,53;2015;1710;0;3;7,94;84
22/6/2013;325,52;1365;1669;0;3,6;9,36;87
23/6/2013;325,53;1928;1623;0;2,2;5,79;86
24/6/2013;325,55;2215;1606;0;2,6;6,92;75
25/6/2013;325,56;1960;1655;0;4,7;12,34;68
26/6/2013;325,55;1378;1683;0;4,8;12,63;43
27/6/2013;325,55;1670;1670;0;5,2;13,55;38
28/6/2013;325,54;1353;1657;0;5,7;15,02;47
29/6/2013;325,54;1659;1659;0;4,6;12,13;83
30/6/2013;325,55;1866;1562;0;4,3;11,37;57
1/7/2013;325,56;1867;1562;0;5;13,26;50
2/7/2013;325,55;1411;1715;0;5,2;13,58;47
3/7/2013;325,55;1684;1684;0;5,3;13,92;45
4/7/2013;325,53;1035;1644;0;5;13,21;45
5/7/2013;325,53;1955;1955;0;4,3;11,31;70
6/7/2013;325,53;1958;1958;0;4,7;12,36;94
7/7/2013;325,56;2872;1958;0;2,6;6,79;80
8/7/2013;325,54;1235;1844;0;3,4;8,99;79
9/7/2013;325,53;1663;1968;0;3,6;9,41;64
10/7/2013;325,49;751;1968;0;4,6;12,04;68
11/7/2013;325,49;1998;1998;0,7;0,5;1,31;88
12/7/2013;325,49;1957;1957;4,7;2,5;6,62;95
13/7/2013;325,48;1667;1971;0;3,6;9,35;67
14/7/2013;325,48;1856;1856;0;3,9;10,19;66
15/7/2013;325,47;1664;1968;0;6,7;17,49;58
